repo https://github.com/CBIIT/popsci-model
commit 306665d
node	property	value_or_TYPE
associated_link	associated_link_name	STRING
associated_link	associated_link_record_id	STRING
associated_link	associated_link_url	STRING
data_collection	data_collection_category	Age
data_collection	data_collection_category	Alcohol Consumption
data_collection	data_collection_category	Biological Sex
data_collection	data_collection_category	Breastfeeding
data_collection	data_collection_category	Cancer Treatment
data_collection	data_collection_category	Certain Conditions Originating in the Perinatal Period
data_collection	data_collection_category	Chemical Exposure
data_collection	data_collection_category	Cigarette Smoking
data_collection	data_collection_category	Circulatory System
data_collection	data_collection_category	Cognitive Function
data_collection	data_collection_category	Complementary and Alternative Medicine
data_collection	data_collection_category	Congenital Malformations, Deformations and Chromosomal Abnormalities
data_collection	data_collection_category	Contraception
data_collection	data_collection_category	Depression
data_collection	data_collection_category	Dietary Intake
data_collection	data_collection_category	Dietary Supplement Use
data_collection	data_collection_category	Digestive System
data_collection	data_collection_category	Drug Use
data_collection	data_collection_category	Education Level
data_collection	data_collection_category	Employment Status
data_collection	data_collection_category	Endocrine, Nutritional, Metabolic
data_collection	data_collection_category	Ethnicity and Race
data_collection	data_collection_category	Eye and Adnexa, Ear and Mastoid Process
data_collection	data_collection_category	Family History of Cancer
data_collection	data_collection_category	Family History of Diabetes
data_collection	data_collection_category	Family History of Heart Disease
data_collection	data_collection_category	Fatigue
data_collection	data_collection_category	Genitourinary System
data_collection	data_collection_category	Health Insurance Status
data_collection	data_collection_category	Hormone Replacement
data_collection	data_collection_category	Housing Exposures
data_collection	data_collection_category	Immunization
data_collection	data_collection_category	Infectious and Parasitic Diseases
data_collection	data_collection_category	Injury, Poisoning, Certain Other Consequences of External Causes
data_collection	data_collection_category	Language/Country of Origin
data_collection	data_collection_category	Life Events, Beliefs, Values
data_collection	data_collection_category	Marital Status
data_collection	data_collection_category	Measured Anthropometry
data_collection	data_collection_category	Mental and Behavioral Disorders
data_collection	data_collection_category	Musculoskeletal and Connective Tissue
data_collection	data_collection_category	Neoplasms
data_collection	data_collection_category	Neoplasms, Blood, Blood-forming Organs
data_collection	data_collection_category	Nervous System
data_collection	data_collection_category	Non-Prescription Medication
data_collection	data_collection_category	Other Family History
data_collection	data_collection_category	Other Medical Conditions
data_collection	data_collection_category	Other Medical Treatments
data_collection	data_collection_category	Other Psychosocial Variables
data_collection	data_collection_category	Other Tobacco Products
data_collection	data_collection_category	Physical Activity
data_collection	data_collection_category	Physical Function Measures
data_collection	data_collection_category	Pregnancy and Parity
data_collection	data_collection_category	Pregnancy, Childbirth and the Puerperium
data_collection	data_collection_category	Prescription Medication Use
data_collection	data_collection_category	Psychological Measures
data_collection	data_collection_category	Puberty, Menstruation, and Menopause
data_collection	data_collection_category	Quality of Life
data_collection	data_collection_category	Radiation Exposure
data_collection	data_collection_category	Residential Information
data_collection	data_collection_category	Respiratory System
data_collection	data_collection_category	Screening
data_collection	data_collection_category	Self-Reported Anthropometry
data_collection	data_collection_category	Sexual Behavior and Health
data_collection	data_collection_category	Skin and Subcutaneous Tissue
data_collection	data_collection_category	Sleep Habits
data_collection	data_collection_category	Social Support
data_collection	data_collection_category	Socio-Economic Status
data_collection	data_collection_category	Symptoms, Signs and Abnormal Clinical and Lab Findings
data_collection	data_collection_category	Vital Status
data_collection	data_collection_category	Workplace Exposures
data_collection	data_collection_category_annotation_count	0
data_collection	data_collection_category_annotation_count	1
data_collection	data_collection_record_id	STRING
file	data_file_access_control	Controlled Access
file	data_file_access_control	Open Access
file	data_file_checksum_type	md5sum
file	data_file_checksum_type	sha1
file	data_file_checksum_type	sha256
file	data_file_checksum_value	STRING
file	data_file_compression_status	Compressed
file	data_file_compression_status	Uncompressed
file	data_file_compression_status	Unknown
file	data_file_description	STRING
file	data_file_format	STRING
file	data_file_location	STRING
file	data_file_name	STRING
file	data_file_size	INTEGER
file	data_file_type	Data Dictionary
file	data_file_type	Data Guide
file	data_file_type	File Collection
file	data_file_type	Investigator Report
file	data_file_type	More options to be added as needed
file	data_file_type	Questionnaire
file	data_file_type	Survey
file	data_file_uuid	STRING
participant	age_at_enrollment	NUMBER (days)
participant	age_at_first_cancer_diagnosis	NUMBER (days)
participant	ethnicity	Hispanic or Latino
participant	ethnicity	Not Hispanic or Latino
participant	ethnicity	Not allowed to collect
participant	ethnicity	Not reported
participant	ethnicity	Unknown
participant	ncbi_taxonomy_id	9606
participant	participant_case_indicator	No
participant	participant_case_indicator	Yes
participant	participant_id	STRING
participant	sex	Female
participant	sex	Male
participant	sex	Unknown
program	program_name	STRING
program	program_short_name	STRING
publication	authorship	STRING
publication	digital_object_id	STRING
publication	journal_citation	STRING
publication	publication_record_id	STRING
publication	publication_title	STRING
publication	pubmed_id	NUMBER
publication	year_of_publication	INTEGER
study	biospecimen_collection	No
study	biospecimen_collection	Yes
study	dbgap_accession_id	STRING
study	enrollment_beginning_year	INTEGER
study	enrollment_ending_year	INTEGER
study	study_beginning_year	INTEGER
study	study_description	STRING
study	study_design	Case Series Study
study	study_design	Case-Control Study
study	study_design	Clinical Trial
study	study_design	Cohort Study - Prospective
study	study_design	Cohort Study - Retrospective
study	study_design	Consortia Study
study	study_design	Cross-Sectional Study
study	study_design	Descriptive Epidemiology Study
study	study_design	Family-Based Study
study	study_design	Methods Development Study
study	study_design	Nested Case-Control Study
study	study_design	Other
study	study_design	Registry Linkage Study
study	study_ending_year	STRING
study	study_id	STRING
study	study_name	STRING
study	study_short_name	STRING
study	study_status	Active
study	study_status	Closed
study_country	study_country	STRING
study_country	study_country_record_id	STRING
study_personnel	person_first_name	STRING
study_personnel	person_institution	STRING
study_personnel	person_last_name	STRING
study_personnel	person_middle_name	STRING
study_personnel	study_personnel_record_id	STRING
study_state_province_territory	study_state_province_territory	STRING
study_state_province_territory	study_state_record_id	STRING

relationship	source_node	destination_node	property	value_or_TYPE
associated_with	participant	study	NA	NA
associated_with	file	study	NA	NA
associated_with	publication	study	NA	NA
associated_with	data_collection	study	NA	NA
associated_with	study_country	study	NA	NA
associated_with	study_state_province_territory	study	NA	NA
associated_with	associated_link	study	NA	NA
associated_with	study_personnel	study	NA	NA
belongs_to	study	program	NA	NA

property	description
age_at_enrollment	<The age in days of the subject when the subject enrolled in the study.> The age of the participant as of enrollment, measured in days.
age_at_first_cancer_diagnosis	<The age (in days) of the participant when the participant was first diagnosed with cancer.> The age of the participant as of first diagnosis of cancer, measured in days.
